disno.,total_deaths,no._injured,no._affected,no._homeless,total_affected,magnitude,total_damage_000_us$,"total_damage,_adjusted_000_us$"
1999-9388-DJI,0.0,0.0,100000.0,0.0,100000.0,190.0,0.0,0.0
1999-9388-SDN,0.0,0.0,2000000.0,0.0,2000000.0,190.0,0.0,0.0
1999-9388-SOM,21.0,0.0,1200000.0,0.0,1200000.0,190.0,0.0,0.0
2000-0001-AGO,14.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0002-AGO,31.0,0.0,70000.0,0.0,70000.0,47000.0,10000.0,17695.0
2000-0003-BGD,49.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0
2000-0004-BRA,42.0,71.0,0.0,0.0,71.0,190.0,0.0,0.0
2000-0005-CHN,22.0,29.0,0.0,0.0,29.0,190.0,0.0,0.0
2000-0006-CHN,12.0,18.0,0.0,0.0,18.0,190.0,0.0,0.0
2000-0007-EGY,21.0,19.0,0.0,0.0,19.0,190.0,0.0,0.0
2000-0008-GTM,0.0,0.0,800.0,0.0,800.0,190.0,0.0,0.0
2000-0009-IRN,3.0,0.0,0.0,5500.0,5500.0,120.0,0.0,0.0
2000-0010-IDN,13.0,22.0,0.0,0.0,22.0,190.0,0.0,0.0
2000-0011-IDN,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0012-MOZ,800.0,0.0,4500000.0,0.0,4500000.0,1980.0,419200.0,741759.0
2000-0013-NGA,40.0,35.0,0.0,0.0,35.0,190.0,0.0,0.0
2000-0014-MWI,15.0,25.0,0.0,0.0,25.0,190.0,0.0,0.0
2000-0015-PER,29.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2000-0017-ZAF,0.0,0.0,1000.0,250.0,1250.0,190.0,10000.0,17695.0
2000-0018-ZAF,30.0,50.0,0.0,0.0,50.0,190.0,0.0,0.0
2000-0019-BRA,26.0,0.0,0.0,70000.0,70000.0,350000.0,0.0,0.0
2000-0020-IND,275.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0021-USA,1.0,12.0,0.0,150.0,162.0,190.0,210000.0,371587.0
2000-0023-BGD,0.0,0.0,1000.0,0.0,1000.0,4.3,0.0,0.0
2000-0024-NOR,19.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0025-CIV,169.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0026-CHN,21.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0027-IND,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0028-ROU,14.0,0.0,0.0,300.0,300.0,190.0,0.0,0.0
2000-0029-BGR,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0030-IND,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0031-LBY,23.0,18.0,0.0,0.0,18.0,190.0,0.0,0.0
2000-0032-CHE,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0033-CHN,7.0,2528.0,1760000.0,92479.0,1855007.0,5.9,73500.0,130056.0
2000-0034-CHN,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0035-USA,88.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0036-CHN,1.0,2.0,10300.0,0.0,10302.0,4.9,483.0,855.0
2000-0037-REU,2.0,0.0,0.0,600.0,600.0,153.0,0.0,0.0
2000-0038-PHL,50.0,0.0,153885.0,0.0,153885.0,16700.0,4080.0,7219.0
2000-0039-ESP,0.0,163.0,0.0,0.0,163.0,190.0,0.0,0.0
2000-0040-PAK,11.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0041-CHN,0.0,30.0,44000.0,18000.0,62030.0,5.1,0.0,0.0
2000-0042-DEU,9.0,100.0,0.0,0.0,100.0,190.0,0.0,0.0
2000-0043-ZAF,83.0,0.0,0.0,200.0,200.0,190.0,160000.0,283114.0
2000-0044-ETH,0.0,0.0,0.0,550.0,550.0,190.0,2200.0,3893.0
2000-0046-NGA,17.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2000-0047-MAR,14.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2000-0048-BWA,3.0,0.0,106776.0,32000.0,138776.0,190.0,5000.0,8847.0
2000-0049-RUS,13.0,9.0,0.0,0.0,9.0,190.0,0.0,0.0
2000-0050-MNG,4.0,0.0,500000.0,0.0,500000.0,190.0,80000.0,141557.0
2000-0051-IRN,1.0,15.0,1500.0,500.0,2015.0,5.3,0.0,0.0
2000-0052-RUS,0.0,0.0,564.0,0.0,564.0,190.0,0.0,0.0
2000-0053-COG,24.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0054-AFG,507.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0055-ETH,27.0,0.0,100.0,0.0,100.0,190.0,0.0,0.0
2000-0056-TZA,16.0,0.0,254.0,0.0,254.0,190.0,0.0,0.0
2000-0058-SOM,230.0,0.0,2232.0,0.0,2232.0,190.0,0.0,0.0
2000-0060-LSO,28.0,0.0,1834.0,0.0,1834.0,190.0,0.0,0.0
2000-0061-KEN,10.0,0.0,40.0,0.0,40.0,190.0,0.0,0.0
2000-0062-KEN,3.0,0.0,189.0,0.0,189.0,190.0,0.0,0.0
2000-0064-UGA,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0065-IRN,0.0,0.0,1000.0,0.0,1000.0,4.9,0.0,0.0
2000-0066-PHL,0.0,0.0,0.0,5250.0,5250.0,3.0,0.0,0.0
2000-0067-USA,22.0,100.0,900.0,0.0,1000.0,249.0,0.0,0.0
2000-0068-VNM,57.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0070-ITA,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0071-THA,23.0,37.0,0.0,0.0,37.0,190.0,0.0,0.0
2000-0072-BIH,6.0,3.0,400.0,0.0,403.0,190.0,0.0,0.0
2000-0073-TZA,4.0,0.0,114.0,0.0,114.0,190.0,0.0,0.0
2000-0075-TZA,8.0,0.0,200.0,0.0,200.0,190.0,0.0,0.0
2000-0076-ISL,0.0,0.0,72.0,36.0,108.0,6.5,12000.0,21234.0
2000-0077-IND,18.0,23.0,0.0,0.0,23.0,190.0,0.0,0.0
2000-0078-IRN,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0079-NAM,0.0,0.0,5000.0,0.0,5000.0,190.0,0.0,0.0
2000-0080-USA,3.0,0.0,231.0,0.0,231.0,55000.0,0.0,0.0
2000-0081-COL,2.0,0.0,430.0,0.0,430.0,6.5,0.0,0.0
2000-0082-IDN,34.0,0.0,0.0,0.0,0.0,190.0,11600.0,20526.0
2000-0083-ZWE,70.0,0.0,200000.0,66000.0,266000.0,295.0,72900.0,128994.0
2000-0084-THA,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0086-CHN,21.0,27.0,0.0,0.0,27.0,190.0,0.0,0.0
2000-0087-SOM,54.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0088-THA,12.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0089-PHL,0.0,0.0,68426.0,0.0,68426.0,190.0,2214.0,3918.0
2000-0092-EGY,3.0,105.0,0.0,0.0,105.0,2.0,0.0,0.0
2000-0093-CHN,10.0,16.0,0.0,0.0,16.0,190.0,0.0,0.0
2000-0094-ISR,3.0,0.0,410.0,0.0,410.0,100.0,2750.0,4866.0
2000-0095-JOR,9.0,200.0,0.0,0.0,200.0,80.0,0.0,0.0
2000-0096-SWZ,0.0,0.0,272000.0,0.0,272000.0,190.0,50.0,88.0
2000-0097-AUS,1.0,0.0,200.0,0.0,200.0,120.0,90000.0,159252.0
2000-0098-COL,8.0,0.0,0.0,39000.0,39000.0,190.0,0.0,0.0
2000-0099-MAR,34.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0100-SDN,186.0,0.0,2363.0,0.0,2363.0,190.0,0.0,0.0
2000-0101-IDN,26.0,31.0,0.0,0.0,31.0,190.0,0.0,0.0
2000-0102-CHN,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0103-ZMB,0.0,0.0,12000.0,0.0,12000.0,8500.0,0.0,0.0
2000-0104-ETH,0.0,5.0,0.0,0.0,5.0,970.0,0.0,0.0
2000-0105-PRY,37.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0106-PAK,55.0,35.0,0.0,0.0,35.0,190.0,0.0,0.0
2000-0107-MDG,130.0,0.0,736937.0,0.0,736937.0,190.0,9000.0,15925.0
2000-0107-MOZ,17.0,0.0,0.0,0.0,0.0,190.0,1000.0,1769.0
2000-0108-IDN,10.0,0.0,1516.0,0.0,1516.0,190.0,0.0,0.0
2000-0109-NGA,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0110-MOZ,11.0,0.0,1810.0,0.0,1810.0,190.0,0.0,0.0
2000-0111-MEX,0.0,1.0,0.0,0.0,1.0,6.5,0.0,0.0
2000-0112-NGA,13.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2000-0113-TUV,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0114-CHN,11.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0115-BRA,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0116-ARG,7.0,0.0,0.0,6000.0,6000.0,190.0,0.0,0.0
2000-0117-IDN,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0118-MWI,0.0,0.0,20000.0,0.0,20000.0,190.0,1000.0,1769.0
2000-0119-PAK,95.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0120-COD,16.0,0.0,62.0,0.0,62.0,190.0,0.0,0.0
2000-0123-HUN,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0123-ROU,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0
2000-0124-ROU,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0125-CHN,38.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0127-EGY,10.0,5.0,0.0,0.0,5.0,190.0,0.0,0.0
2000-0128-USA,0.0,0.0,600.0,0.0,600.0,113.0,0.0,0.0
2000-0129-PER,22.0,0.0,0.0,50.0,50.0,190.0,0.0,0.0
2000-0130-BOL,0.0,0.0,7000.0,0.0,7000.0,750.0,0.0,0.0
2000-0131-TCD,602.0,0.0,4500.0,0.0,4500.0,190.0,0.0,0.0
2000-0132-TZA,33.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2000-0133-COD,10.0,0.0,1.0,0.0,1.0,190.0,0.0,0.0
2000-0134-ETH,14.0,0.0,149.0,0.0,149.0,190.0,0.0,0.0
2000-0135-TZA,9.0,0.0,330.0,0.0,330.0,190.0,0.0,0.0
2000-0136-NGA,37.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0137-NGA,50.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0139-THA,38.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0140-NGA,30.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0141-IRN,13.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0142-IRN,16.0,6.0,0.0,0.0,6.0,190.0,0.0,0.0
2000-0143-ETH,10.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2000-0144-UGA,0.0,0.0,0.0,4000.0,4000.0,190.0,0.0,0.0
2000-0145-ZAF,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0146-BGD,0.0,50.0,0.0,3000.0,3050.0,190.0,0.0,0.0
2000-0147-IND,22.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0148-SLE,150.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0149-THA,1.0,194.0,200.0,0.0,394.0,190.0,0.0,0.0
2000-0152-AGO,3.0,0.0,0.0,6000.0,6000.0,190.0,0.0,0.0
2000-0153-IRN,11.0,14.0,0.0,0.0,14.0,190.0,0.0,0.0
2000-0154-CHN,17.0,6.0,0.0,0.0,6.0,190.0,0.0,0.0
2000-0155-AUT,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0156-CHN,16.0,53.0,0.0,0.0,53.0,79.0,0.0,0.0
2000-0157-KEN,101.0,61.0,0.0,0.0,61.0,190.0,0.0,0.0
2000-0158-NER,128.0,0.0,1067.0,0.0,1067.0,190.0,0.0,0.0
2000-0159-MYS,2.0,0.0,480.0,0.0,480.0,190.0,0.0,0.0
2000-0160-CMR,22.0,0.0,65.0,0.0,65.0,190.0,0.0,0.0
2000-0161-CHN,74.0,1.0,0.0,0.0,1.0,190.0,0.0,0.0
2000-0163-CHN,9.0,4.0,18000.0,0.0,18004.0,190.0,3100.0,5485.0
2000-0164-RUS,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0165-RUS,13.0,252.0,0.0,0.0,252.0,190.0,0.0,0.0
2000-0166-LKA,40.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0167-CZE,0.0,0.0,0.0,0.0,0.0,190.0,80000.0,141557.0
2000-0167-ROU,0.0,0.0,3000.0,0.0,3000.0,190.0,500.0,885.0
2000-0168-UKR,80.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2000-0169-CHN,33.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0170-CIV,40.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0171-CHN,25.0,23.0,0.0,0.0,23.0,190.0,0.0,0.0
2000-0172-KEN,10.0,50.0,0.0,0.0,50.0,190.0,0.0,0.0
2000-0175-USA,5.0,0.0,3000.0,300.0,3300.0,190.0,450000.0,796259.0
2000-0176-JPN,0.0,0.0,12400.0,0.0,12400.0,190.0,0.0,0.0
2000-0177-BRA,17.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0178-MDG,23.0,1.0,369271.0,0.0,369272.0,300.0,0.0,0.0
2000-0178-MOZ,1.0,4.0,0.0,300.0,304.0,190.0,0.0,0.0
2000-0179-RUS,0.0,0.0,19800.0,0.0,19800.0,190.0,5273.0,9330.0
2000-0180-RUS,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0181-PAN,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0182-CAF,108.0,0.0,712.0,0.0,712.0,190.0,0.0,0.0
2000-0183-BEN,15.0,0.0,95.0,0.0,95.0,190.0,0.0,0.0
2000-0184-BGD,0.0,0.0,3352.0,0.0,3352.0,190.0,0.0,0.0
2000-0185-ZMB,0.0,0.0,123.0,0.0,123.0,190.0,0.0,0.0
2000-0187-ROU,9.0,0.0,60000.0,431.0,60431.0,932.0,100000.0,176946.0
2000-0188-TUR,0.0,0.0,0.0,350.0,350.0,8.0,0.0,0.0
2000-0189-CHN,13.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2000-0190-COD,14.0,17.0,0.0,0.0,17.0,190.0,0.0,0.0
2000-0191-HUN,1.0,0.0,2000.0,0.0,2000.0,2500.0,55000.0,97321.0
2000-0192-MAR,10.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2000-0193-AGO,1.0,0.0,0.0,3000.0,3000.0,190.0,0.0,0.0
2000-0194-KOR,2.0,15.0,0.0,840.0,855.0,100.0,0.0,0.0
2000-0196-SCG,0.0,0.0,4000.0,0.0,4000.0,100.0,0.0,0.0
2000-0197-KEN,16.0,0.0,229.0,0.0,229.0,190.0,0.0,0.0
2000-0198-BEN,36.0,0.0,435.0,0.0,435.0,190.0,0.0,0.0
2000-0199-CHN,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0200-CHN,15.0,0.0,40000.0,0.0,40000.0,21000.0,12000.0,21234.0
2000-0201-GTM,31.0,45.0,0.0,0.0,45.0,190.0,0.0,0.0
2000-0202-RUS,1.0,0.0,23000.0,0.0,23000.0,190.0,0.0,0.0
2000-0203-BMU,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0204-ECU,0.0,0.0,100000.0,0.0,100000.0,190.0,0.0,0.0
2000-0205-ECU,8.0,0.0,220.0,0.0,220.0,190.0,0.0,0.0
2000-0206-ECU,14.0,25.0,0.0,180.0,205.0,190.0,0.0,0.0
2000-0207-KEN,46.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0208-IND,16.0,53.0,0.0,0.0,53.0,190.0,0.0,0.0
2000-0209-IND,24.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0210-CHN,43.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0211-BGD,20.0,300.0,0.0,62500.0,62800.0,120.0,0.0,0.0
2000-0213-SAU,57.0,0.0,168.0,0.0,168.0,190.0,0.0,0.0
2000-0214-AUS,0.0,0.0,400.0,0.0,400.0,130.0,60000.0,106168.0
2000-0215-HND,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0
2000-0216-GUF,10.0,5.0,0.0,0.0,5.0,190.0,0.0,0.0
2000-0218-RUS,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0
2000-0219-COD,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0220-NGA,124.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0221-SOM,390.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0224-IND,53.0,15.0,0.0,0.0,15.0,190.0,0.0,0.0
2000-0225-PHL,143.0,23.0,0.0,0.0,23.0,190.0,0.0,0.0
2000-0226-COG,11.0,31.0,0.0,0.0,31.0,190.0,0.0,0.0
2000-0227-COD,109.0,258.0,0.0,0.0,258.0,190.0,0.0,0.0
2000-0228-BGD,95.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0229-BGD,0.0,12.0,0.0,7000.0,7012.0,80.0,0.0,0.0
2000-0230-IDN,45.0,270.0,0.0,52500.0,52770.0,7.6,30000.0,53084.0
2000-0231-RUS,0.0,0.0,0.0,0.0,0.0,930.0,0.0,0.0
2000-0232-USA,2.0,0.0,0.0,2000.0,2000.0,190.0,0.0,0.0
2000-0234-PHL,131.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0235-KAZ,0.0,0.0,2500.0,0.0,2500.0,108.0,1500.0,2654.0
2000-0236-IND,20.0,19.0,0.0,0.0,19.0,190.0,0.0,0.0
2000-0237-CHN,25.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0238-NGA,10.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2000-0239-BDI,0.0,0.0,8000.0,0.0,8000.0,190.0,0.0,0.0
2000-0240-USA,0.0,0.0,25000.0,400.0,25400.0,194.0,1500000.0,2654196.0
2000-0241-FSM,19.0,0.0,3431.0,0.0,3431.0,190.0,0.0,0.0
2000-0242-MOZ,0.0,0.0,16773.0,0.0,16773.0,190.0,0.0,0.0
2000-0243-IND,26.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2000-0244-BIH,44.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0245-EGY,16.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2000-0246-BEN,51.0,80.0,0.0,0.0,80.0,190.0,0.0,0.0
2000-0247-NLD,25.0,1000.0,2000.0,0.0,3000.0,190.0,256000.0,452983.0
2000-0248-GBR,0.0,0.0,200.0,0.0,200.0,190.0,0.0,0.0
2000-0249-AUS,0.0,0.0,0.0,0.0,0.0,190.0,120000.0,212336.0
2000-0250-CHN,38.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2000-0251-CHN,19.0,25.0,0.0,0.0,25.0,190.0,0.0,0.0
2000-0253-ETH,51.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0254-DEU,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0255-ARG,4.0,40.0,30000.0,0.0,30040.0,190.0,0.0,0.0
2000-0256-CMR,20.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2000-0257-PHL,12.0,4.0,235885.0,0.0,235889.0,190.0,1201.0,2125.0
2000-0258-IDN,126.0,0.0,50000.0,0.0,50000.0,11400.0,79000.0,139788.0
2000-0259-SOM,0.0,0.0,3500.0,0.0,3500.0,46000.0,0.0,0.0
2000-0260-AGO,11.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2000-0261-TUR,38.0,16.0,0.0,0.0,16.0,190.0,0.0,0.0
2000-0262-USA,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0263-USA,0.0,107.0,0.0,0.0,107.0,190.0,0.0,0.0
2000-0264-SEN,13.0,210.0,0.0,0.0,210.0,190.0,0.0,0.0
2000-0265-COL,96.0,0.0,12000.0,0.0,12000.0,200000.0,0.0,0.0
2000-0266-ECU,34.0,32.0,0.0,0.0,32.0,190.0,0.0,0.0
2000-0268-IDN,41.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0269-BLR,0.0,0.0,0.0,0.0,0.0,190.0,30300.0,53615.0
2000-0270-CHN,26.0,0.0,0.0,0.0,0.0,190.0,5000.0,8847.0
2000-0271-USA,1.0,0.0,300.0,0.0,300.0,190.0,0.0,0.0
2000-0272-TUR,1.0,0.0,1000.0,0.0,1000.0,4.5,0.0,0.0
2000-0273-NGA,60.0,0.0,40.0,0.0,40.0,190.0,0.0,0.0
2000-0274-JPN,0.0,100.0,12000.0,0.0,12100.0,190.0,350000.0,619312.0
2000-0275-URY,0.0,0.0,5000.0,0.0,5000.0,190.0,0.0,0.0
2000-0276-MEX,14.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0277-RUS,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0
2000-0278-RUS,0.0,0.0,1200.0,0.0,1200.0,190.0,0.0,0.0
2000-0279-USA,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2000-0280-CHN,26.0,19.0,0.0,0.0,19.0,190.0,0.0,0.0
2000-0281-TUR,2.0,0.0,1000.0,0.0,1000.0,17000.0,40000.0,70779.0
2000-0282-TUN,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0283-BGD,36.0,0.0,70000.0,1000.0,71000.0,70.0,0.0,0.0
2000-0284-RUS,0.0,0.0,124.0,0.0,124.0,190.0,0.0,0.0
2000-0285-IRN,76.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0286-NGA,17.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0287-IRN,15.0,9.0,0.0,0.0,9.0,190.0,0.0,0.0
2000-0288-TZA,10.0,38.0,0.0,0.0,38.0,190.0,0.0,0.0
2000-0289-IND,18.0,28.0,0.0,0.0,28.0,190.0,0.0,0.0
2000-0290-CHN,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0291-TUR,2.0,80.0,23000.0,0.0,23080.0,6.0,0.0,0.0
2000-0292-ETH,14.0,67.0,0.0,0.0,67.0,190.0,0.0,0.0
2000-0293-IDN,103.0,2714.0,200000.0,2000.0,204714.0,6.7,41000.0,72548.0
2000-0294-BGD,28.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0295-RUS,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0
2000-0296-USA,0.0,0.0,240.0,0.0,240.0,190.0,0.0,0.0
2000-0297-USA,2.0,0.0,300.0,0.0,300.0,190.0,100000.0,176946.0
2000-0298-CHN,0.0,20.0,0.0,80.0,100.0,5.6,0.0,0.0
2000-0299-GTM,16.0,24.0,2500.0,0.0,2524.0,11600.0,0.0,0.0
2000-0300-ZWE,93.0,0.0,1675.0,0.0,1675.0,190.0,0.0,0.0
2000-0301-MWI,83.0,0.0,3323.0,0.0,3323.0,190.0,0.0,0.0
2000-0302-CHN,34.0,183.0,154000.0,0.0,154183.0,114000.0,22000.0,38928.0
2000-0303-GRC,0.0,0.0,600.0,0.0,600.0,5.6,0.0,0.0
2000-0305-AFG,16.0,0.0,11.0,0.0,11.0,190.0,0.0,0.0
2000-0306-IND,84.0,0.0,1055.0,0.0,1055.0,190.0,0.0,0.0
2000-0307-PAK,4.0,0.0,246.0,0.0,246.0,190.0,0.0,0.0
2000-0308-IND,0.0,0.0,192.0,0.0,192.0,190.0,0.0,0.0
2000-0310-CHL,1.0,0.0,42000.0,0.0,42000.0,84000.0,0.0,0.0
2000-0311-AUT,0.0,0.0,0.0,0.0,0.0,190.0,20000.0,35389.0
2000-0312-GIN,4.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
2000-0313-IND,27.0,25.0,0.0,0.0,25.0,190.0,0.0,0.0
2000-0314-CAF,12.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0315-UGA,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0316-BGD,20.0,35.0,0.0,0.0,35.0,190.0,0.0,0.0
2000-0317-MEX,5.0,0.0,2000.0,0.0,2000.0,190.0,0.0,0.0
2000-0319-USA,0.0,0.0,2500.0,0.0,2500.0,190.0,0.0,0.0
2000-0320-IDN,15.0,0.0,203.0,0.0,203.0,190.0,0.0,0.0
2000-0321-NER,15.0,0.0,63.0,0.0,63.0,190.0,0.0,0.0
2000-0322-LBR,3.0,0.0,112.0,0.0,112.0,190.0,0.0,0.0
2000-0323-IND,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2000-0324-HRV,40.0,200.0,0.0,0.0,200.0,35.0,240000.0,424671.0
2000-0325-CHN,44.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0326-CHN,71.0,0.0,0.0,2000.0,2000.0,190.0,0.0,0.0
2000-0329-CYP,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
2000-0330-CHN,4.0,0.0,15000.0,0.0,15000.0,190.0,0.0,0.0
2000-0331-GBR,0.0,0.0,240.0,0.0,240.0,190.0,18150.0,32116.0
2000-0332-IND,20.0,0.0,3000000.0,0.0,3000000.0,55000.0,0.0,0.0
2000-0333-MEX,120.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0334-MLI,20.0,28.0,0.0,0.0,28.0,190.0,0.0,0.0
2000-0335-ISL,0.0,1.0,57.0,33.0,91.0,6.5,12000.0,21234.0
2000-0337-UKR,0.0,0.0,0.0,0.0,0.0,190.0,85000.0,150404.0
2000-0338-USA,0.0,0.0,0.0,0.0,0.0,190.0,28500.0,50430.0
2000-0340-BRA,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0341-CAF,300.0,0.0,1700.0,0.0,1700.0,190.0,0.0,0.0
2000-0342-RUS,0.0,0.0,100.0,0.0,100.0,190.0,0.0,0.0
2000-0343-IRN,11.0,16.0,0.0,0.0,16.0,190.0,0.0,0.0
2000-0344-NGA,17.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0345-NIC,0.0,0.0,5500.0,0.0,5500.0,190.0,0.0,0.0
2000-0346-GIN,20.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0347-GIN,35.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0348-AUS,18.0,9.0,0.0,0.0,9.0,190.0,0.0,0.0
2000-0350-CHN,33.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2000-0351-PAK,24.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0
2000-0353-BGD,20.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2000-0354-RUS,0.0,0.0,6000.0,0.0,6000.0,190.0,7000.0,12386.0
2000-0355-GHA,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2000-0356-FRA,1.0,0.0,200.0,0.0,200.0,30.0,0.0,0.0
