disno.,total_deaths,no._injured,no._affected,no._homeless,total_affected,magnitude,total_damage_000_us$,"total_damage,_adjusted_000_us$"
2005-0440-VEN,160.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0442-COL,104.0,0.0,9.0,0.0,9.0,190.0,0.0,0.0
2005-0443-SLE,20.0,0.0,15000.0,0.0,15000.0,7730.0,0.0,0.0
2005-0444-CMR,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0445-ZAF,13.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2005-0446-AFG,20.0,28.0,0.0,0.0,28.0,190.0,0.0,0.0
2005-0447-CHN,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0448-SEN,0.0,0.0,50000.0,0.0,50000.0,330.0,0.0,0.0
2005-0449-NPL,13.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2005-0450-MKD,0.0,0.0,2000.0,0.0,2000.0,190.0,0.0,0.0
2005-0451-AUT,4.0,0.0,0.0,0.0,0.0,190.0,700000.0,1092167.0
2005-0451-CHE,6.0,0.0,2500.0,0.0,2500.0,190.0,2100000.0,3276502.0
2005-0451-DEU,1.0,0.0,0.0,0.0,0.0,190.0,220000.0,343253.0
2005-0452-MLT,26.0,0.0,2.0,0.0,2.0,190.0,0.0,0.0
2005-0453-IND,30.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0454-PER,40.0,0.0,58.0,0.0,58.0,190.0,0.0,0.0
2005-0455-COM,25.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0456-URY,7.0,12.0,0.0,0.0,12.0,175.0,0.0,0.0
2005-0457-IND,12.0,20.0,0.0,0.0,20.0,190.0,0.0,0.0
2005-0458-RUS,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0459-NGA,32.0,0.0,18.0,0.0,18.0,190.0,0.0,0.0
2005-0460-CAN,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0
2005-0461-ZWE,18.0,62.0,0.0,0.0,62.0,190.0,0.0,0.0
2005-0462-FRA,17.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2005-0463-CHN,15.0,0.0,2.0,0.0,2.0,190.0,0.0,0.0
2005-0464-JPN,3.0,4.0,90.0,0.0,94.0,108.0,0.0,0.0
2005-0465-IRN,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0466-IRN,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0467-USA,1833.0,0.0,500000.0,0.0,500000.0,280.0,125000000.0,195029889.0
2005-0468-CHL,0.0,0.0,0.0,548.0,548.0,190.0,0.0,0.0
2005-0469-PAK,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0470-MEX,30.0,0.0,10000.0,0.0,10000.0,242700.0,0.0,0.0
2005-0471-IND,27.0,0.0,800000.0,0.0,800000.0,12680.0,0.0,0.0
2005-0472-ETH,0.0,0.0,7000.0,0.0,7000.0,52560.0,0.0,0.0
2005-0473-BGR,7.0,0.0,0.0,0.0,0.0,190.0,200000.0,312048.0
2005-0473-HUN,0.0,0.0,0.0,0.0,0.0,190.0,48000.0,74891.0
2005-0473-ROU,33.0,0.0,2000.0,0.0,2000.0,190.0,313000.0,488355.0
2005-0473-SVN,0.0,0.0,0.0,0.0,0.0,190.0,5000.0,7801.0
2005-0474-CHN,28.0,0.0,14500.0,0.0,14500.0,43680.0,0.0,0.0
2005-0475-CHN,52.0,46.0,0.0,188000.0,188046.0,85860.0,913000.0,1424498.0
2005-0476-VNM,13.0,0.0,6500.0,0.0,6500.0,190.0,0.0,0.0
2005-0478-IRQ,1199.0,826.0,0.0,0.0,826.0,190.0,0.0,0.0
2005-0479-IND,296.0,0.0,939.0,0.0,939.0,300000.0,0.0,0.0
2005-0480-BFA,9.0,0.0,606.0,0.0,606.0,190.0,0.0,0.0
2005-0481-IND,66.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0483-NER,44.0,0.0,387.0,0.0,387.0,190.0,0.0,0.0
2005-0484-GIN,72.0,0.0,1884.0,0.0,1884.0,190.0,0.0,0.0
2005-0485-ETH,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0486-BRA,29.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0487-IDN,25.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2005-0488-ZAF,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0491-MRT,55.0,0.0,2585.0,0.0,2585.0,190.0,0.0,0.0
2005-0492-CHN,159.0,0.0,19624000.0,0.0,19624000.0,190.0,1900000.0,2964454.0
2005-0492-TWN,3.0,59.0,0.0,0.0,59.0,227.0,38000.0,59289.0
2005-0493-GIN,10.0,15.0,0.0,0.0,15.0,190.0,0.0,0.0
2005-0494-FRA,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0495-IDN,150.0,0.0,14.0,0.0,14.0,190.0,0.0,0.0
2005-0496-COD,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0497-JPN,32.0,140.0,270000.0,0.0,270140.0,144.0,1000000.0,1560239.0
2005-0497-KOR,5.0,0.0,1100.0,0.0,1100.0,190.0,5000.0,7801.0
2005-0498-EGY,32.0,60.0,0.0,0.0,60.0,190.0,0.0,0.0
2005-0499-TUR,13.0,25.0,0.0,0.0,25.0,190.0,0.0,0.0
2005-0500-CHN,17.0,0.0,9.0,0.0,9.0,190.0,0.0,0.0
2005-0504-IND,126.0,0.0,100000.0,0.0,100000.0,619200.0,0.0,0.0
2005-0505-CHN,16.0,23.0,0.0,0.0,23.0,390.0,560.0,874.0
2005-0506-MYS,4.0,0.0,600.0,0.0,600.0,1470.0,0.0,0.0
2005-0507-LBR,29.0,0.0,674.0,0.0,674.0,190.0,0.0,0.0
2005-0508-COD,38.0,0.0,1300.0,0.0,1300.0,190.0,0.0,0.0
2005-0510-CHN,25.0,8.0,1350000.0,0.0,1350008.0,190.0,1750000.0,2730418.0
2005-0511-AFG,12.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0
2005-0512-BEL,0.0,0.0,210.0,0.0,210.0,190.0,0.0,0.0
2005-0513-CHN,13.0,0.0,26.0,0.0,26.0,190.0,0.0,0.0
2005-0514-COG,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0516-FRA,1.0,0.0,3000.0,0.0,3000.0,9810.0,0.0,0.0
2005-0517-EGY,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0518-PNG,1.0,0.0,2493.0,0.0,2493.0,190.0,0.0,0.0
2005-0519-MDA,0.0,0.0,6500.0,0.0,6500.0,190.0,7752.0,12095.0
2005-0520-NGA,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0523-AUS,3.0,0.0,3000.0,0.0,3000.0,190.0,58000.0,90494.0
2005-0524-MEX,2.0,0.0,15000.0,0.0,15000.0,65.0,10000.0,15602.0
2005-0526-KEN,20.0,0.0,1200.0,0.0,1200.0,3520.0,0.0,0.0
2005-0528-IRN,11.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0529-CHN,13.0,43.0,245.0,85.0,373.0,190.0,0.0,0.0
2005-0530-USA,0.0,0.0,120.0,81.0,201.0,190.0,0.0,0.0
2005-0531-CHN,13.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2005-0532-MEX,0.0,104.0,0.0,0.0,104.0,190.0,0.0,0.0
2005-0533-MMR,17.0,16.0,0.0,0.0,16.0,190.0,0.0,0.0
2005-0534-NGA,12.0,6.0,0.0,0.0,6.0,190.0,0.0,0.0
2005-0536-VNM,8.0,0.0,8500.0,0.0,8500.0,190.0,20000.0,31205.0
2005-0537-BGD,16.0,0.0,12000.0,0.0,12000.0,190.0,0.0,0.0
2005-0537-IND,33.0,0.0,11000.0,50000.0,61000.0,190.0,0.0,0.0
2005-0538-BOL,0.0,0.0,3000.0,0.0,3000.0,1000.0,0.0,0.0
2005-0539-IND,23.0,4.0,0.0,2500.0,2504.0,308700.0,0.0,0.0
2005-0540-CHN,25.0,0.0,5719000.0,0.0,5719000.0,198.0,1040000.0,1622649.0
2005-0540-PHL,16.0,0.0,20000.0,0.0,20000.0,95.0,2000.0,3120.0
2005-0540-THA,10.0,0.0,2000.0,0.0,2000.0,190.0,20000.0,31205.0
2005-0540-VNM,75.0,28.0,337632.0,0.0,337660.0,133.0,219250.0,342082.0
2005-0541-IND,89.0,0.0,550000.0,0.0,550000.0,312900.0,420000.0,655300.0
2005-0543-ETH,29.0,18.0,0.0,0.0,18.0,190.0,0.0,0.0
2005-0544-IRN,18.0,12.0,0.0,0.0,12.0,190.0,0.0,0.0
2005-0545-BGR,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0545-ROU,10.0,0.0,30000.0,800.0,30800.0,190.0,0.0,0.0
2005-0546-USA,24.0,17.0,0.0,0.0,17.0,190.0,0.0,0.0
2005-0547-USA,10.0,0.0,300000.0,0.0,300000.0,280.0,16000000.0,24963826.0
2005-0548-PAK,32.0,60.0,0.0,0.0,60.0,190.0,0.0,0.0
2005-0549-IDN,18.0,0.0,34.0,0.0,34.0,190.0,0.0,0.0
2005-0550-CRI,1.0,0.0,855.0,0.0,855.0,190.0,0.0,0.0
2005-0551-POL,12.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2005-0552-MLI,0.0,0.0,0.0,1735.0,1735.0,190.0,0.0,0.0
2005-0553-CAN,0.0,0.0,300.0,0.0,300.0,190.0,0.0,0.0
2005-0554-IND,42.0,44.0,0.0,0.0,44.0,190.0,0.0,0.0
2005-0555-BRA,20.0,0.0,42.0,0.0,42.0,190.0,0.0,0.0
2005-0556-NPL,51.0,0.0,1600.0,0.0,1600.0,8030.0,0.0,0.0
2005-0557-CYP,31.0,0.0,8.0,0.0,8.0,190.0,0.0,0.0
2005-0558-PER,5.0,59.0,2446.0,0.0,2505.0,7.5,0.0,0.0
2005-0559-MRT,0.0,0.0,7500.0,0.0,7500.0,147100.0,0.0,0.0
2005-0560-SPI,17.0,0.0,17.0,0.0,17.0,190.0,0.0,0.0
2005-0561-COD,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0562-USA,21.0,0.0,28.0,0.0,28.0,190.0,0.0,0.0
2005-0563-IND,18.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0564-CHN,34.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0565-CHN,95.0,0.0,2460000.0,0.0,2460000.0,190.0,150000.0,234036.0
2005-0565-TWN,2.0,46.0,0.0,0.0,46.0,190.0,100000.0,156024.0
2005-0566-TJK,21.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2005-0567-CRI,1.0,0.0,1074.0,0.0,1074.0,190.0,20000.0,31205.0
2005-0567-GTM,1513.0,386.0,474928.0,0.0,475314.0,190.0,988300.0,1541984.0
2005-0567-HND,6.0,0.0,2869.0,0.0,2869.0,190.0,100000.0,156024.0
2005-0567-HTI,1.0,0.0,10000.0,0.0,10000.0,190.0,0.0,0.0
2005-0567-MEX,36.0,0.0,1954571.0,0.0,1954571.0,130.0,2500000.0,3900598.0
2005-0567-NIC,3.0,0.0,7880.0,0.0,7880.0,190.0,0.0,0.0
2005-0567-SLV,69.0,0.0,72141.0,0.0,72141.0,190.0,355700.0,554977.0
2005-0568-CHN,14.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2005-0570-SLV,2.0,0.0,2000.0,0.0,2000.0,190.0,0.0,0.0
2005-0571-NGA,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0572-COL,101.0,114.0,474493.0,0.0,474607.0,115200.0,0.0,0.0
2005-0573-IND,13.0,6.0,0.0,0.0,6.0,190.0,0.0,0.0
2005-0574-IND,12.0,13.0,0.0,0.0,13.0,190.0,0.0,0.0
2005-0575-AFG,1.0,0.0,0.0,0.0,0.0,7.6,50.0,78.0
2005-0575-IND,1309.0,6622.0,0.0,150000.0,156622.0,7.6,1000000.0,1560239.0
2005-0575-PAK,73338.0,128309.0,0.0,5000000.0,5128309.0,7.6,5200000.0,8113243.0
2005-0576-SDN,5.0,0.0,156000.0,0.0,156000.0,40660.0,0.0,0.0
2005-0579-IND,77.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0580-CMR,14.0,12.0,0.0,0.0,12.0,190.0,0.0,0.0
2005-0581-CMR,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0583-USA,11.0,0.0,3000.0,0.0,3000.0,38290.0,0.0,0.0
2005-0584-VNM,17.0,0.0,10000.0,0.0,10000.0,8370.0,15000.0,23404.0
2005-0585-BHS,1.0,0.0,1500.0,0.0,1500.0,190.0,0.0,0.0
2005-0585-BLZ,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0585-CUB,4.0,0.0,100000.0,0.0,100000.0,190.0,700000.0,1092167.0
2005-0585-HND,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0585-HTI,12.0,0.0,0.0,0.0,0.0,190.0,500.0,780.0
2005-0585-JAM,1.0,0.0,100.0,0.0,100.0,190.0,3500.0,5461.0
2005-0585-MEX,7.0,0.0,700000.0,300000.0,1000000.0,190.0,5000000.0,7801196.0
2005-0585-USA,4.0,0.0,30000.0,0.0,30000.0,165.0,14300000.0,22311419.0
2005-0586-HTI,11.0,0.0,11500.0,0.0,11500.0,190.0,0.0,0.0
2005-0587-MWI,35.0,6.0,0.0,0.0,6.0,190.0,0.0,0.0
2005-0588-CAF,11.0,21.0,0.0,0.0,21.0,190.0,0.0,0.0
2005-0589-IDN,28.0,211.0,12000.0,0.0,12211.0,2460.0,0.0,0.0
2005-0590-BGD,19.0,0.0,100000.0,0.0,100000.0,22570.0,0.0,0.0
2005-0591-CAN,0.0,0.0,600.0,0.0,600.0,330.0,0.0,0.0
2005-0592-CHN,20.0,0.0,4610000.0,0.0,4610000.0,29520.0,239000.0,372897.0
2005-0593-GTM,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0593-SLV,15.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0594-EGY,15.0,2.0,0.0,0.0,2.0,190.0,0.0,0.0
2005-0595-NGA,117.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0596-BEN,4.0,0.0,206.0,0.0,206.0,190.0,0.0,0.0
2005-0597-DOM,9.0,0.0,1000.0,0.0,1000.0,190.0,0.0,0.0
2005-0597-HTI,12.0,17.0,2175.0,0.0,2192.0,190.0,0.0,0.0
2005-0599-IND,19.0,0.0,2000000.0,250000.0,2250000.0,29110.0,117000.0,182548.0
2005-0600-CHN,20.0,0.0,0.0,80000.0,80000.0,12380.0,240000.0,374457.0
2005-0601-MEX,3.0,0.0,3000.0,0.0,3000.0,62550.0,0.0,0.0
2005-0603-IND,15.0,0.0,0.0,0.0,0.0,53200.0,0.0,0.0
2005-0604-NLD,11.0,15.0,0.0,0.0,15.0,190.0,0.0,0.0
2005-0605-NGA,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0606-IND,18.0,30.0,0.0,0.0,30.0,190.0,0.0,0.0
2005-0607-IND,110.0,92.0,0.0,0.0,92.0,190.0,0.0,0.0
2005-0608-PHL,24.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0609-CHN,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0611-VNM,20.0,0.0,15000.0,0.0,15000.0,190.0,11000.0,17163.0
2005-0612-CHN,17.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0614-MLI,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0615-TUR,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0616-SDN,144.0,0.0,439.0,0.0,439.0,190.0,0.0,0.0
2005-0618-PAK,35.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0619-CHN,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0621-MLI,23.0,0.0,30.0,0.0,30.0,186553.0,0.0,0.0
2005-0622-IRN,15.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0623-COD,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0624-CHN,16.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0625-COL,0.0,0.0,3074.0,0.0,3074.0,175.0,0.0,0.0
2005-0625-HND,0.0,0.0,11000.0,0.0,11000.0,190.0,0.0,0.0
2005-0625-NIC,4.0,0.0,0.0,5763.0,5763.0,190.0,0.0,0.0
2005-0627-IND,162.0,0.0,2000000.0,0.0,2000000.0,131300.0,0.0,0.0
2005-0628-VNM,67.0,0.0,33800.0,0.0,33800.0,28850.0,12000.0,18723.0
2005-0629-KHM,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0630-STP,25.0,0.0,1349.0,0.0,1349.0,190.0,0.0,0.0
2005-0631-IND,296.0,0.0,1145.0,0.0,1145.0,190.0,0.0,0.0
2005-0632-SOM,13.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0633-IND,15.0,23.0,0.0,0.0,23.0,190.0,0.0,0.0
2005-0634-PAK,22.0,111.0,0.0,0.0,111.0,190.0,0.0,0.0
2005-0638-CHN,14.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0639-CHN,37.0,33.0,3.0,0.0,36.0,190.0,0.0,0.0
2005-0640-BLZ,3.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0640-HND,47.0,0.0,90000.0,0.0,90000.0,75.0,15500.0,24184.0
2005-0642-VEN,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0643-VEN,14.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0644-CHN,5.0,70.0,10000.0,0.0,10070.0,190.0,0.0,0.0
2005-0644-RUS,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0645-NPL,11.0,12.0,0.0,0.0,12.0,190.0,0.0,0.0
2005-0646-LKA,6.0,0.0,145000.0,0.0,145000.0,29870.0,0.0,0.0
2005-0647-FRA,2.0,0.0,1000.0,0.0,1000.0,2000.0,0.0,0.0
2005-0648-CHN,18.0,0.0,14.0,0.0,14.0,190.0,0.0,0.0
2005-0649-IND,20.0,0.0,42.0,0.0,42.0,190.0,0.0,0.0
2005-0650-PER,25.0,33.0,0.0,0.0,33.0,190.0,0.0,0.0
2005-0651-CHN,16.0,8000.0,607500.0,0.0,615500.0,5.2,0.0,0.0
2005-0652-IND,72.0,0.0,27.0,0.0,27.0,190.0,0.0,0.0
2005-0653-ITA,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0654-IRN,13.0,100.0,0.0,0.0,100.0,5.9,0.0,0.0
2005-0655-BEL,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0655-DEU,1.0,165.0,0.0,0.0,165.0,190.0,300000.0,468072.0
2005-0655-FRA,6.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0655-GBR,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0655-NLD,0.0,0.0,0.0,0.0,0.0,190.0,100000.0,156024.0
2005-0656-CHN,171.0,0.0,73.0,0.0,73.0,190.0,0.0,0.0
2005-0657-COM,1.0,0.0,245000.0,0.0,245000.0,190.0,0.0,0.0
2005-0658-COD,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0659-CHN,13.0,0.0,61.0,0.0,61.0,190.0,0.0,0.0
2005-0660-ROU,15.0,12.0,0.0,0.0,12.0,190.0,0.0,0.0
2005-0661-NPL,30.0,15.0,0.0,0.0,15.0,190.0,0.0,0.0
2005-0662-MAR,1.0,0.0,0.0,0.0,0.0,190.0,50.0,78.0
2005-0662-SPI,19.0,0.0,0.0,0.0,0.0,152.0,375000.0,585090.0
2005-0663-GHA,40.0,0.0,2248.0,0.0,2248.0,190.0,0.0,0.0
2005-0664-VUT,0.0,0.0,5000.0,0.0,5000.0,190.0,0.0,0.0
2005-0666-DZA,10.0,31.0,0.0,0.0,31.0,190.0,0.0,0.0
2005-0669-PHL,4.0,0.0,192946.0,0.0,192946.0,4630.0,515.0,804.0
2005-0670-IND,12.0,4.0,0.0,0.0,4.0,190.0,0.0,0.0
2005-0671-COD,6.0,5.0,0.0,1500.0,1505.0,6.8,0.0,0.0
2005-0671-TZA,2.0,0.0,5000.0,0.0,5000.0,6.8,0.0,0.0
2005-0672-CHN,42.0,0.0,6.0,0.0,6.0,190.0,0.0,0.0
2005-0673-CHN,16.0,0.0,15.0,0.0,15.0,190.0,0.0,0.0
2005-0674-CHN,12.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0675-IRN,116.0,90.0,0.0,0.0,90.0,190.0,0.0,0.0
2005-0676-RUS,14.0,10.0,0.0,0.0,10.0,190.0,0.0,0.0
2005-0677-IND,30.0,0.0,200000.0,0.0,200000.0,190.0,0.0,0.0
2005-0678-EGY,16.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2005-0679-CHN,106.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0680-COL,18.0,7.0,0.0,0.0,7.0,190.0,0.0,0.0
2005-0681-PAK,12.0,40.0,0.0,0.0,40.0,190.0,0.0,0.0
2005-0682-USA,10.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0683-NGA,107.0,3.0,0.0,0.0,3.0,190.0,0.0,0.0
2005-0684-SYR,16.0,22.0,0.0,0.0,22.0,190.0,0.0,0.0
2005-0685-PAK,38.0,19.0,0.0,0.0,19.0,190.0,0.0,0.0
2005-0686-AFG,5.0,1.0,500.0,0.0,501.0,6.5,0.0,0.0
2005-0687-USA,33.0,31.0,0.0,0.0,31.0,47.0,0.0,0.0
2005-0688-KOR,13.0,0.0,1.0,0.0,1.0,190.0,0.0,0.0
2005-0689-CHN,39.0,24.0,0.0,0.0,24.0,190.0,0.0,0.0
2005-0690-MYS,9.0,0.0,30000.0,0.0,30000.0,190.0,0.0,0.0
2005-0690-THA,55.0,0.0,700000.0,0.0,700000.0,190.0,97000.0,151343.0
2005-0691-ZAF,20.0,77.0,0.0,0.0,77.0,190.0,0.0,0.0
2005-0692-IND,45.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0693-MWI,11.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2005-0694-VNM,69.0,0.0,0.0,18000.0,18000.0,63090.0,27000.0,42126.0
2005-0695-BIH,0.0,0.0,3100.0,0.0,3100.0,190.0,0.0,0.0
2005-0696-ALB,3.0,0.0,500.0,0.0,500.0,10410.0,0.0,0.0
2005-0697-AUS,1.0,0.0,600.0,0.0,600.0,190.0,15000.0,23404.0
2005-0699-MRT,43.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0700-USA,19.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0701-BGD,100.0,0.0,1000.0,0.0,1000.0,8.0,0.0,0.0
2005-0701-IND,180.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2005-0702-AZE,23.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0703-CHN,42.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2005-0704-CHN,26.0,8.0,0.0,0.0,8.0,190.0,0.0,0.0
2005-0705-VEN,41.0,5.0,0.0,0.0,5.0,190.0,0.0,0.0
2005-0706-NGA,27.0,60.0,0.0,0.0,60.0,190.0,0.0,0.0
2005-0707-IND,22.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0708-CHN,17.0,0.0,5.0,0.0,5.0,190.0,0.0,0.0
2005-0709-YEM,65.0,11.0,0.0,0.0,11.0,190.0,0.0,0.0
2005-0710-SOM,0.0,0.0,199.0,0.0,199.0,190.0,0.0,0.0
2005-0711-COG,1.0,0.0,0.0,2000.0,2000.0,1100.0,0.0,0.0
2005-0712-ZMB,21.0,0.0,7615.0,0.0,7615.0,190.0,0.0,0.0
2005-0713-AUT,0.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0
2005-0713-BEL,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-BGR,18.0,20.0,0.0,0.0,20.0,-23.0,0.0,0.0
2005-0713-BLR,5.0,1820.0,0.0,0.0,1820.0,190.0,0.0,0.0
2005-0713-CHE,0.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0
2005-0713-CZE,15.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-DEU,10.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0
2005-0713-ESP,9.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-EST,3.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-FRA,2.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-GBR,1.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0
2005-0713-HRV,5.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0
2005-0713-HUN,48.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-ITA,9.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0
2005-0713-LVA,40.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-MDA,13.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0
2005-0713-NLD,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-POL,191.0,0.0,0.0,0.0,0.0,-32.0,0.0,0.0
2005-0713-ROU,68.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0
2005-0713-RUS,116.0,14.0,0.0,0.0,14.0,-43.0,1000000.0,1511480.0
2005-0713-SCG,3.0,0.0,0.0,0.0,0.0,-36.0,0.0,0.0
2005-0713-SVK,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-SWE,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0713-TUR,17.0,150.0,0.0,0.0,150.0,190.0,0.0,0.0
2005-0713-UKR,801.0,9600.0,50000.0,0.0,59600.0,-30.0,0.0,0.0
2005-0714-PAK,24.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0715-MOZ,16.0,12.0,20000.0,9000.0,29012.0,190.0,0.0,0.0
2005-0715-MWI,1.0,0.0,0.0,44500.0,44500.0,190.0,0.0,0.0
2005-0716-USA,3.0,0.0,3600.0,0.0,3600.0,140500.0,245000.0,382259.0
2005-0717-DZA,11.0,38.0,0.0,0.0,38.0,190.0,0.0,0.0
2005-0718-IDN,79.0,30.0,7781.0,0.0,7811.0,190.0,0.0,0.0
2005-0722-PAK,20.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
2005-0723-JPN,100.0,1010.0,1800.0,0.0,2810.0,190.0,33000.0,51488.0
2005-0723-KOR,1.0,0.0,0.0,0.0,0.0,190.0,160000.0,249638.0
2005-0724-USA,5.0,0.0,0.0,1410.0,1410.0,190.0,100000.0,156024.0
2005-0725-AFG,0.0,0.0,0.0,150.0,150.0,190.0,0.0,0.0
2005-0726-ZWE,73.0,0.0,980.0,0.0,980.0,190.0,0.0,0.0
2005-0727-BGR,7.0,0.0,12000.0,0.0,12000.0,44210.0,0.0,0.0
2005-0728-CAN,4.0,0.0,5000.0,0.0,5000.0,86680.0,357000.0,557005.0
2005-0729-CHN,8.0,0.0,8842.0,0.0,8842.0,2020.0,4600.0,7177.0
2005-0730-CHN,19.0,0.0,650000.0,0.0,650000.0,93630.0,180700.0,281935.0
2005-0731-COL,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0
